File name,Date,Material,Nanoparticle Size (nm),Nanoparticle Shape,Support,Instrument,Dosage (e/A2),Pixel Scale (nm),Folder
20220615_Au_UTC_330kx_2770e_0p3192s_11.dm3,06/15/22,Au,5,Sphere,UT Carbon,Team05,884,0.02,2022_06_15 5nm Au nanoparticle on UTC noise series
20220615_Au_UTC_330kx_2770e_0p3192s_12.dm3,06/15/22,Au,5,Sphere,UT Carbon,Team05,884,0.02,2022_06_15 5nm Au nanoparticle on UTC noise series
20220615_Au_UTC_330kx_2770e_0p3192s_13.dm3,06/15/22,Au,5,Sphere,UT Carbon,Team05,884,0.02,2022_06_15 5nm Au nanoparticle on UTC noise series
20221025_Au_UTC_330kx_2660e_0p1596s_01.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_02.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_03.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_04.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_05.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_06.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_07.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_08.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_09.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_10.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_11.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221025_Au_UTC_330kx_2660e_0p1596s_12.dm3,10/25/22,Au,5,Sphere,UT Carbon,Team05,425,0.02,2022_10_25 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_02.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_03.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_04.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_05.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_06.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_07.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_08.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_09.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_10.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_11.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_12.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_13.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_14.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20221109_Au_UTC_330kx_2640e_0p1596s_15.dm3,11/09/22,Au,5,Sphere,UT Carbon,Team05,421,0.02,2022_11_09 5nm Au nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_01.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_02.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_03.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_04.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_05.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_06.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_07.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_08.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_09.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_10.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20230123_CdSe_UTC_330kx_2640e_0p1596s_11.dm3,01/23/23,CdSe,5,Oblong,UT Carbon,Team05,421,0.02,2023_01_23 5nm CdSe nanoparticles on UTC
20211215_Au_SiN_330kx_2650e_0p1596s_01.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_02.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_03.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_04.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_05.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_06.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_07.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_08.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_09.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_10.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_11.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_12.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_13.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_14.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_15.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_16.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_17.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_330kx_2650e_0p1596s_18.dm3,12/15/21,Au,5,Sphere,SiN,Team05,423,0.02,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_01.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_02.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_03.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_04.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_05.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_06.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_07.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_08.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_09.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_10.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_11.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_12.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_13.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_14.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_15.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_160kx_1310e_0p3192s_16.dm3,12/15/21,Au,5,Sphere,SiN,Team05,418,0.042,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_01.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_02.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_03.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_04.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_05.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_06.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_07.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_08.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_09.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_10.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_11.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_12.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_13.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_14.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_15.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_16.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_205kx_2630e_0p1596s_17.dm3,12/15/21,Au,5,Sphere,SiN,Team05,420,0.033,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_01.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_02.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_03.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_04.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_05.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_06.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_07.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_08.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_09.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_10.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_11.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_12.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_13.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_14.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_15.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_16.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
20211215_Au_SiN_260kx_2770e_0p1596s_17.dm3,12/15/21,Au,5,Sphere,SiN,Team05,442,0.026,2021_12_15 5nm Au nanoparticles on 5nm SiN
